0,0,0,0,0.000000
200,0,0,0,0.000000
400,0,0,0,0.000000
600,0,0,0,0.000000
800,0,0,0,0.000000
1000,0,0,0,0.000000
1200,0,0,0,0.000000
1400,0,0,0,0.000000
1600,0,0,0,0.000000
1800,0,0,0,0.000000
2000,0,0,0,0.000000
2200,0,0,0,0.000000
2400,0,0,0,0.000000
2600,0,0,0,0.000000
2800,0,0,0,0.000000
3000,0,0,0,0.000000
3200,0,0,0,0.000000
3400,0,0,0,0.000000
3600,0,0,0,0.000000
3800,0,0,0,0.000000
4000,0,0,0,0.000000
4200,0,0,0,0.000000
4400,0,0,0,0.000000
4600,0,0,0,0.000000
4800,0,0,0,0.000000
5000,0,0,0,0.000000
5200,0,0,0,0.000000
5400,0,0,0,0.000000
5600,0,0,0,0.000000
5800,0,0,0,0.000000
6000,0,0,0,0.000000
6200,0,0,0,0.000000
6400,0,0,0,0.000000
6600,0,0,0,0.000000
6800,0,0,0,0.000000
7000,0,0,0,0.000000
7200,0,0,0,0.000000
7400,0,0,0,0.000000
7600,0,0,0,0.000000
7800,0,0,0,0.000000
8000,0,0,0,0.000000
8200,0,0,0,0.000000
8400,0,0,0,0.000000
8600,0,0,0,0.000000
8800,0,0,0,0.000000
9000,0,0,0,0.000000
9200,0,0,0,0.000000
9400,0,0,0,0.000000
9600,0,0,0,0.000000
9800,0,0,0,0.000000
10000,0,0,0,0.000000
10200,0,0,0,0.000000
10400,0,0,0,0.000000
10600,0,0,0,0.000000
10800,0,0,0,0.000000
11000,0,0,0,0.000000
11200,0,0,0,0.000000
11400,0,0,0,0.000000
11600,0,0,0,0.000000
11800,0,0,0,0.000000
12000,0,0,0,0.000000
12200,0,0,0,0.000000
12400,0,0,0,0.000000
12600,0,0,0,0.000000
12800,0,0,0,0.000000
13000,0,0,0,0.000000
13200,0,0,0,0.000000
13400,0,0,0,0.000000
13600,0,0,0,0.000000
13800,0,0,0,0.000000
14000,0,0,0,0.000000
14200,0,0,0,0.000000
14400,0,0,0,0.000000
14600,0,0,0,0.000000
14800,0,0,0,0.000000
15000,0,0,0,0.000000
15200,0,0,0,0.000000
15400,0,0,0,0.000000
15600,0,0,0,0.000000
15800,0,0,0,0.000000
16000,0,0,0,0.000000
16200,0,0,0,0.000000
16400,0,0,0,0.000000
16600,0,0,0,0.000000
16800,0,0,0,0.000000
17000,0,0,0,0.000000
17200,0,0,0,0.000000
17400,0,0,0,0.000000
17600,0,0,0,0.000000
17800,0,0,0,0.000000
18000,0,0,0,0.000000
18200,0,0,0,0.000000
18400,0,0,0,0.000000
18600,0,0,0,0.000000
18800,0,0,0,0.000000
19000,0,0,0,0.000000
19200,0,0,0,0.000000
19400,0,0,0,0.000000
19600,0,0,0,0.000000
19800,0,0,0,0.000000
20000,0,0,0,0.000000
20200,0,0,0,0.000000
20400,0,0,0,0.000000
20600,0,0,0,0.000000
20800,0,0,0,0.000000
21000,0,0,0,0.000000
21200,0,0,0,0.000000
21400,0,0,0,0.000000
21600,0,0,0,0.000000
21800,0,0,0,0.000000
22000,0,0,0,0.000000
22200,0,0,0,0.000000
22400,0,0,0,0.000000
22600,0,0,0,0.000000
22800,0,0,0,0.000000
23000,0,0,0,0.000000
23200,0,0,0,0.000000
23400,0,0,0,0.000000
23600,0,0,0,0.000000
23800,0,0,0,0.000000
24000,0,0,0,0.000000
24200,0,0,0,0.000000
24400,0,0,0,0.000000
24600,0,0,0,0.000000
24800,0,0,0,0.000000
25000,0,0,0,0.000000
25200,0,0,0,0.000000
25400,0,0,0,0.000000
25600,0,0,0,0.000000
25800,0,0,0,0.000000
26000,0,0,0,0.000000
26200,0,0,0,0.000000
26400,0,0,0,0.000000
26600,0,0,0,0.000000
26800,0,0,0,0.000000
27000,0,0,0,0.000000
27200,0,0,0,0.000000
27400,0,0,0,0.000000
27600,0,0,0,0.000000
27800,0,0,0,0.000000
28000,0,0,0,0.000000
28200,0,0,0,0.000000
28400,0,0,0,0.000000
28600,0,0,0,0.000000
28800,0,0,0,0.000000
29000,0,0,0,0.000000
29200,0,0,0,0.000000
29400,0,0,0,0.000000
29600,0,0,0,0.000000
29800,0,0,0,0.000000
30000,0,0,0,0.000000
30200,0,0,0,0.000000
30400,0,0,0,0.000000
30600,0,0,0,0.000000
30800,0,0,0,0.000000
31000,0,0,0,0.000000
31200,0,0,0,0.000000
31400,0,0,0,0.000000
31600,0,0,0,0.000000
31800,0,0,0,0.000000
32000,0,0,0,0.000000
32200,0,0,0,0.000000
32400,0,0,0,0.000000
32600,0,0,0,0.000000
32800,0,0,0,0.000000
33000,0,0,0,0.000000
33200,0,0,0,0.000000
33400,0,0,0,0.000000
33600,0,0,0,0.000000
33800,0,0,0,0.000000
34000,0,0,0,0.000000
34200,0,0,0,0.000000
34400,0,0,0,0.000000
34600,0,0,0,0.000000
34800,0,0,0,0.000000
35000,0,0,0,0.000000
35200,0,0,0,0.000000
35400,0,0,0,0.000000
35600,0,0,0,0.000000
35800,0,0,0,0.000000
36000,0,0,0,0.000000
36200,0,0,0,0.000000
36400,0,0,0,0.000000
36600,0,0,0,0.000000
36800,0,0,0,0.000000
37000,0,0,0,0.000000
37200,0,0,0,0.000000
37400,0,0,0,0.000000
37600,0,0,0,0.000000
37800,0,0,0,0.000000
38000,0,0,0,0.000000
38200,0,0,0,0.000000
38400,0,0,0,0.000000
38600,0,0,0,0.000000
38800,0,0,0,0.000000
39000,0,0,0,0.000000
39200,0,0,0,0.000000
39400,0,0,0,0.000000
39600,0,0,0,0.000000
39800,0,0,0,0.000000
40000,0,0,0,0.000000
40200,0,0,0,0.000000
40400,0,0,0,0.000000
40600,0,0,0,0.000000
40800,0,0,0,0.000000
41000,0,0,0,0.000000
41200,0,0,0,0.000000
41400,0,0,0,0.000000
41600,0,0,0,0.000000
41800,0,0,0,0.000000
42000,0,0,0,0.000000
42200,0,0,0,0.000000
42400,0,0,0,0.000000
42600,0,0,0,0.000000
42800,0,0,0,0.000000
43000,0,0,0,0.000000
43200,0,0,0,0.000000
43400,0,0,0,0.000000
43600,0,0,0,0.000000
43800,0,0,0,0.000000
44000,0,0,0,0.000000
44200,0,0,0,0.000000
44400,0,0,0,0.000000
44600,0,0,0,0.000000
44800,0,0,0,0.000000
45000,0,0,0,0.000000
45200,0,0,0,0.000000
45400,0,0,0,0.000000
45600,0,0,0,0.000000
45800,0,0,0,0.000000
46000,0,0,0,0.000000
46200,0,0,0,0.000000
46400,0,0,0,0.000000
46600,0,0,0,0.000000
46800,0,0,0,0.000000
47000,0,0,0,0.000000
47200,0,0,0,0.000000
47400,0,0,0,0.000000
47600,0,0,0,0.000000
47800,0,0,0,0.000000
48000,0,0,0,0.000000
48200,0,0,0,0.000000
48400,0,0,0,0.000000
48600,0,0,0,0.000000
48800,0,0,0,0.000000
49000,0,0,0,0.000000
49200,0,0,0,0.000000
49400,0,0,0,0.000000
49600,0,0,0,0.000000
49800,0,0,0,0.000000
50000,0,0,0,0.000000
50200,0,0,0,0.000000
50400,0,0,0,0.000000
50600,0,0,0,0.000000
50800,0,0,0,0.000000
51000,0,0,0,0.000000
51200,0,0,0,0.000000
51400,0,0,0,0.000000
51600,0,0,0,0.000000
51800,0,0,0,0.000000
52000,0,0,0,0.000000
52200,0,0,0,0.000000
52400,0,0,0,0.000000
52600,0,0,0,0.000000
52800,0,0,0,0.000000
53000,0,0,0,0.000000
53200,0,0,0,0.000000
53400,0,0,0,0.000000
53600,0,0,0,0.000000
53800,0,0,0,0.000000
54000,0,0,0,0.000000
54200,0,0,0,0.000000
54400,0,0,0,0.000000
54600,0,0,0,0.000000
54800,0,0,0,0.000000
55000,0,0,0,0.000000
55200,0,0,0,0.000000
55400,0,0,0,0.000000
55600,0,0,0,0.000000
55800,0,0,0,0.000000
56000,0,0,0,0.000000
